sample,colDate,plot,stratum,regen_age,numPols,polGroup,polSpecies,polGenus,ASV,plantFamily,plantGenus,relAbund,weight,weight_100,weight_1000,weight_10000
UD22_1324,6/4/2023,PA57,Understory,0,1,Apidae_Meliponini,Tetragona_perangulata,Tetragona,Sapium_glandulosum,Euphorbiaceae,Sapium,0.106167299,1,11,106,1062
BAU_0313,24/03/2023,PR19,Understory,5,5,Apidae_Meliponini,Trigona_guianae,Trigona,Sapium_glandulosum,Euphorbiaceae,Sapium,0.290717949,3,29,291,2907
BAU_0244,12/3/2023,PR26,Understory,27,1,Apidae_Meliponini,Trigona_cilipes,Trigona,Sapium_glandulosum,Euphorbiaceae,Sapium,0.175632911,2,18,176,1756
BAU_0246,12/3/2023,PR26,Understory,27,4,Apidae_Meliponini,Trigona_ferricauda,Trigona,Sapium_glandulosum,Euphorbiaceae,Sapium,0.135237007,1,14,135,1352
BAU_0309,11/5/2023,PR34,Understory,37,20,Apidae_Meliponini,Trigona_silvestriana,Trigona,Sapium_glandulosum,Euphorbiaceae,Sapium,0.121643807,1,12,122,1216
UD22_1298,9/5/2023,PR36,Understory,8,7,Apidae_Meliponini,Trigonisca_cf_buyssoni,Trigonisca,Sapium_glandulosum,Euphorbiaceae,Sapium,0.791312665,8,79,791,7913
BAU_0282,3/6/2023,OG38,Understory,NA,13,Apidae_Meliponini,Scaptotrigona_(Scaptotrigona)_sp,Scaptotrigona,Saurauia_herthae,Actinidiaceae,Saurauia,0.424808891,4,42,425,4248
BAU_0285,3/6/2023,OG38,Understory,NA,1,Apidae_Meliponini,Scaptotrigona_postica_group_b,Scaptotrigona,Saurauia_herthae,Actinidiaceae,Saurauia,0.178045275,2,18,178,1780
UD22_1572,20/04/2023,PR30,Understory,14,6,Apidae_Meliponini,Ptilotrigona_occidentalis,Ptilotrigona,Saurauia_herthae,Actinidiaceae,Saurauia,0.280545042,3,28,281,2805
UD22_1667,9/10/2023,PA53,Understory,0,1,Apidae_Meliponini,Scaptotrigona_postica_group_b,Scaptotrigona,Sauvagesia_erecta,Ochnaceae,Sauvagesia,0.23148688,2,23,231,2315
UD22_1707,9/10/2023,PA53,Understory,0,4,Apidae_Meliponini,Tetragona_perangulata,Tetragona,Sauvagesia_erecta,Ochnaceae,Sauvagesia,0.127826209,1,13,128,1278
UD22_1320,10/4/2023,PR23,Understory,1,2,Apidae_Meliponini,Trigona_ferricauda,Trigona,Sauvagesia_erecta,Ochnaceae,Sauvagesia,0.320353559,3,32,320,3204
BAU_0265,2/6/2023,CR04,Understory,20,2,Apidae_Meliponini,Trigona_silvestriana,Trigona,Sciodaphyllum_pedicillatum,Araliaceae,Sciodaphyllum,0.235590888,2,24,236,2356
UD22_0364,23/05/2022,OG38,Canopy,NA,1,Apidae_Meliponini,Trigona_silvestriana,Trigona,Sciodaphyllum_pedicillatum,Araliaceae,Sciodaphyllum,0.552631027,6,55,553,5526
UD22_0728,25/10/2022,OG48,Canopy,NA,1,Apidae_Meliponini,Partamona_aequatoriana,Partamona,Sciodaphyllum_pedicillatum,Araliaceae,Sciodaphyllum,0.946758309,9,95,947,9468
UD22_1313,10/4/2023,PR23,Understory,1,2,Apidae_Meliponini,Trigona_nigerrima,Trigona,Sciodaphyllum_pedicillatum,Araliaceae,Sciodaphyllum,0.282323095,3,28,282,2823
UD22_1717,12/11/2023,CR17,Understory,8,1,Apidae_Meliponini,Trigona_nigerrima,Trigona,Senna_spc,Fabaceae,Senna,0.100609137,1,10,101,1006
UD22_1690,20/04/2023,PR30,Understory,14,8,Apidae_Meliponini,Trigona_silvestriana,Trigona,Senna_spc,Fabaceae,Senna,0.185871122,2,19,186,1859
UD22_1311,24/03/2023,OG42,Understory,NA,1,Apidae_Meliponini,Partamona_nr_peckolti,Partamona,Sievekingia_rhonhofiae,Orchidaceae,Sievekingia,0.857815196,9,86,858,8578
BAU_0267,2/6/2023,CR04,Understory,20,1,Apidae_Meliponini,Partamona_aequatoriana,Partamona,Simarouba_amara,Simaroubaceae,Simarouba,0.172051897,2,17,172,1721
UD22_0081,4/4/2022,OG42,Understory,NA,1,Apidae_Meliponini,Partamona_aequatoriana,Partamona,Sloanea_spc,Elaeocarpaceae,Sloanea,0.102629433,1,10,103,1026
UD22_0819,14/11/2022,OG37,Canopy,NA,1,Apidae_Meliponini,Trigonisca_atomaria,Trigonisca,Sorocea_jaramilloi,Moraceae,Sorocea,0.14844103,1,15,148,1484
UD22_0820,21/11/2022,OG45,Understory,NA,1,Apidae_Meliponini,Trigona_silvestriana,Trigona,Sorocea_jaramilloi,Moraceae,Sorocea,0.156351171,2,16,156,1564
UD22_1644,29/10/2023,OG51,Understory,NA,3,Apidae_Meliponini,Trigona_ferricauda,Trigona,Souroubea_guianensis,Marcgraviaceae,Souroubea,0.146146725,1,15,146,1461
UD22_1547,29/10/2023,OG51,Understory,NA,1,Apidae_Meliponini,Trigona_nigerrima,Trigona,Souroubea_guianensis,Marcgraviaceae,Souroubea,0.558287558,6,56,558,5583
BAU_0227,6/4/2023,CA62,Understory,0,7,Apidae_Meliponini,Partamona_aequatoriana,Partamona,Spermacoce_alata,Rubiaceae,Spermacoce,0.352392647,4,35,352,3524
BAU_0230,6/4/2023,CA62,Understory,0,2,Apidae_Meliponini,Partamona_nr_peckolti,Partamona,Spermacoce_alata,Rubiaceae,Spermacoce,0.272535039,3,27,273,2725
BAU_0229,6/4/2023,CA62,Understory,0,8,Apidae_Meliponini,Trigona_ferricauda,Trigona,Spermacoce_alata,Rubiaceae,Spermacoce,0.332749526,3,33,333,3327
BAU_0232,6/4/2023,CA62,Understory,0,8,Apidae_Meliponini,Tetragona_perangulata,Tetragona,Steinchisma_laxum,Poaceae,Steinchisma,0.123574719,1,12,124,1236
UD22_0726,14/11/2022,CA64,Understory,0,1,Apidae_Meliponini,Partamona_aequatoriana,Partamona,Stellaria_media,Caryophyllaceae,Stellaria,0.151528732,2,15,152,1515
UD22_1305,2/6/2023,CR04,Understory,20,2,Apidae_Meliponini,Trigona_silvestriana,Trigona,Stellaria_media,Caryophyllaceae,Stellaria,0.119428351,1,12,119,1194
UD22_0279,7/4/2022,OG41,Canopy,NA,1,Apidae_Meliponini,Partamona_nr_peckolti,Partamona,Stellaria_media,Caryophyllaceae,Stellaria,0.122451304,1,12,122,1225
UD22_1309,24/03/2023,OG42,Understory,NA,1,Apidae_Meliponini,Trigona_muzoensis,Trigona,Stellaria_media,Caryophyllaceae,Stellaria,0.201825824,2,20,202,2018
UD22_0220,7/5/2022,OG43,Canopy,NA,1,Apidae_Meliponini,Tetragonisca_angustula,Tetragonisca,Stellaria_media,Caryophyllaceae,Stellaria,0.108811579,1,11,109,1088
BAU_0207,13/04/2023,OG46,Understory,NA,1,Apidae_Meliponini,Trigonisca_cf_buyssoni,Trigonisca,Stellaria_media,Caryophyllaceae,Stellaria,0.171626255,2,17,172,1716
UD22_1290,7/5/2023,OG49,Understory,NA,2,Apidae_Meliponini,Partamona_nr_peckolti,Partamona,Stellaria_media,Caryophyllaceae,Stellaria,0.129292582,1,13,129,1293
BAU_0236,4/4/2023,PR22,Understory,11,12,Apidae_Meliponini,Trigona_silvestriana,Trigona,Stellaria_media,Caryophyllaceae,Stellaria,0.146373304,1,15,146,1464
UD22_0237,7/5/2022,OG28,Understory,NA,2,Apidae_Meliponini,Trigonisca_cf_buyssoni,Trigonisca,Stellaria_media,Caryophyllaceae,Stellaria,0.173477429,2,17,173,1735
UD22_1575,11/10/2023,PR32,Understory,15,1,Apidae_Meliponini,Ptilotrigona_occidentalis,Ptilotrigona,Stellaria_media,Caryophyllaceae,Stellaria,0.102426611,1,10,102,1024
BAU_0224,9/5/2023,PR36,Understory,8,1,Apidae_Meliponini,Scaptotrigona_postica_group_b,Scaptotrigona,Stellaria_media,Caryophyllaceae,Stellaria,0.187137917,2,19,187,1871
UD22_1278,3/6/2023,OG38,Canopy,NA,1,Apidae_Meliponini,Partamona_aequatoriana,Partamona,Stellaria_spc,Caryophyllaceae,Stellaria,0.104109589,1,10,104,1041
UD22_0944,16/03/2023,OG39,Understory,NA,1,Apidae_Meliponini,Partamona_aequatoriana,Partamona,Stellaria_spc,Caryophyllaceae,Stellaria,0.327731092,3,33,328,3277
UD22_1700,27/10/2023,OG48,Understory,NA,4,Apidae_Meliponini,Trigona_silvestriana,Trigona,Tabernaemontana_amygdalifolia,Apocynaceae,Tabernaemontana,0.150171625,2,15,150,1502
UD22_1662,27/10/2023,OG48,Understory,NA,65,Apidae_Meliponini,Trigona_silvestriana,Trigona,Tabernaemontana_amygdalifolia,Apocynaceae,Tabernaemontana,0.140516767,1,14,141,1405
UD22_1704,12/11/2023,CR16,Understory,7,3,Apidae_Meliponini,Trigona_silvestriana,Trigona,Tabernaemontana_columbiensis,Apocynaceae,Tabernaemontana,0.264624809,3,26,265,2646
BAU_0302,19/03/2023,OG52,Understory,NA,3,Apidae_Meliponini,Trigona_silvestriana,Trigona,Tabernaemontana_columbiensis,Apocynaceae,Tabernaemontana,0.4420434,4,44,442,4420
BAU_0246,12/3/2023,PR26,Understory,27,4,Apidae_Meliponini,Trigona_ferricauda,Trigona,Tabernaemontana_elegans,Apocynaceae,Tabernaemontana,0.14094803,1,14,141,1409
UD22_1722,17/11/2023,CR01,Understory,5,2,Apidae_Meliponini,Trigona_fulviventris,Trigona,Talisia_spc,Sapindaceae,Talisia,0.114958159,1,11,115,1150
UD22_0074,2/4/2022,CR03,Understory,4,1,Apidae_Meliponini,Partamona_aequatoriana,Partamona,Tapirira_guianensis,Anacardiaceae,Tapirira,0.103741601,1,10,104,1037
BAU_0258,20/04/2023,CR09,Understory,5,1,Apidae_Meliponini,Scaptotrigona_postica_group_b,Scaptotrigona,Tapirira_guianensis,Anacardiaceae,Tapirira,0.145538616,1,15,146,1455
UD22_0222,7/5/2022,OG43,Canopy,NA,7,Apidae_Meliponini,Trigonisca_cf_buyssoni,Trigonisca,Tapirira_guianensis,Anacardiaceae,Tapirira,0.122574635,1,12,123,1226
BAU_0208,13/04/2023,OG46,Understory,NA,2,Apidae_Meliponini,Partamona_aequatoriana,Partamona,Tapirira_guianensis,Anacardiaceae,Tapirira,0.147699291,1,15,148,1477
BAU_0305,19/03/2023,OG52,Understory,NA,1,Apidae_Meliponini,Dolichotrigona_schulthessi,Dolichotrigona,Tapirira_guianensis,Anacardiaceae,Tapirira,0.484257947,5,48,484,4843
UD22_0045,15/04/2022,CR06,Understory,32,1,Apidae_Meliponini,Partamona_nr_peckolti,Partamona,Thymelaeaceae_spc,Thymelaeaceae,Thymelaeaceae spc,0.209590605,2,21,210,2096
UD22_1606,17/11/2023,PR25,Understory,5,1,Apidae_Meliponini,Nannotrigona_tristella,Nannotrigona,Thymelaeaceae_spc,Thymelaeaceae,Thymelaeaceae spc,0.100011456,1,10,100,1000
UD22_0220,7/5/2022,OG43,Canopy,NA,1,Apidae_Meliponini,Tetragonisca_angustula,Tetragonisca,Tovomita_spc,Clusiaceae,Tovomita,0.209370239,2,21,209,2094
UD22_1662,27/10/2023,OG48,Understory,NA,65,Apidae_Meliponini,Trigona_silvestriana,Trigona,Tovomita_spc,Clusiaceae,Tovomita,0.199175371,2,20,199,1992
UD22_1700,27/10/2023,OG48,Understory,NA,4,Apidae_Meliponini,Trigona_silvestriana,Trigona,Tovomita_spc,Clusiaceae,Tovomita,0.132866133,1,13,133,1329
UD22_0178,5/4/2022,OG40,Understory,NA,1,Apidae_Meliponini,Partamona_aequatoriana,Partamona,Tovomita_weddelliana,Clusiaceae,Tovomita,0.607751278,6,61,608,6078
BAU_0239,4/4/2023,PR22,Understory,11,6,Apidae_Meliponini,Trigona_ferricauda,Trigona,Tovomita_weddelliana,Clusiaceae,Tovomita,0.12002447,1,12,120,1200
UD22_1542,3/6/2023,OG38,Understory,NA,1,Apidae_Meliponini,Partamona_aequatoriana,Partamona,Trattinnickia_aspera,Burseraceae,Trattinnickia,0.214643437,2,21,215,2146
UD22_1609,7/11/2023,CA61,Understory,0,1,Apidae_Meliponini,Scaptotrigona_postica_group_b,Scaptotrigona,Trema_integerrima,Cannabaceae,Trema,0.199966093,2,20,200,2000
UD22_0275,5/4/2022,OG40,Canopy,NA,22,Apidae_Meliponini,Trigonisca_atomaria,Trigonisca,Trema_integerrima,Cannabaceae,Trema,0.19369511,2,19,194,1937
UD22_1308,24/03/2023,OG42,Understory,NA,4,Apidae_Meliponini,Melipona_(Michmelia)_solani,Melipona,Trema_integerrima,Cannabaceae,Trema,0.251312929,3,25,251,2513
BAU_0219,31/03/2023,PA55,Understory,0,18,Apidae_Meliponini,Tetragona_perangulata,Tetragona,Trema_integerrima,Cannabaceae,Trema,0.14328079,1,14,143,1433
UD22_0034,10/4/2022,PR26,Canopy,27,1,Apidae_Meliponini,Nannotrigona_mellaria,Nannotrigona,Trema_integerrima,Cannabaceae,Trema,0.621199776,6,62,621,6212
UD22_0245,7/5/2022,OG43,Understory,NA,5,Apidae_Meliponini,Trigonisca_atomaria,Trigonisca,Trema_micrantha,Cannabaceae,Trema,0.108064923,1,11,108,1081
UD22_1563,25/10/2023,PA58,Understory,0,1,Apidae_Meliponini,Trigona_silvestriana,Trigona,Trichilia_rubra,Meliaceae,Trichilia,0.164487398,2,16,164,1645
BAU_0201,29/03/2023,PR33,Understory,1,1,Apidae_Meliponini,Partamona_aequatoriana,Partamona,Trichilia_septentrionalis,Meliaceae,Trichilia,0.11921705,1,12,119,1192
UD22_1334,29/03/2023,CR13,Understory,1,6,Apidae_Meliponini,Trigona_ferricauda,Trigona,Triolena_pileoides,Melastomataceae,Triolena,0.214175041,2,21,214,2142
BAU_0243,31/03/2023,PA55,Understory,0,1,Apidae_Meliponini,Trigona_silvestriana,Trigona,Urochloa_comata,Poaceae,Urochloa,0.115217749,1,12,115,1152
UD22_1553,4/11/2023,PA56,Understory,0,6,Apidae_Meliponini,Tetragona_ziegleri,Tetragona,Urochloa_comata,Poaceae,Urochloa,0.265844718,3,27,266,2658
UD22_1549,4/11/2023,PA56,Understory,0,6,Apidae_Meliponini,Trigona_ferricauda,Trigona,Urochloa_comata,Poaceae,Urochloa,0.154873236,2,15,155,1549
UD22_1558,4/11/2023,PA56,Understory,0,1,Apidae_Meliponini,Trigona_fuscipennis,Trigona,Urochloa_comata,Poaceae,Urochloa,0.225943647,2,23,226,2259
UD22_1568,4/11/2023,PA56,Understory,0,2,Apidae_Meliponini,Trigona_nigerrima,Trigona,Urochloa_comata,Poaceae,Urochloa,0.126886529,1,13,127,1269
BAU_0311,24/03/2023,PR19,Understory,5,9,Apidae_Meliponini,Trigona_ferricauda,Trigona,Urochloa_comata,Poaceae,Urochloa,0.172275293,2,17,172,1723
BAU_0202,29/03/2023,PR33,Understory,1,2,Apidae_Meliponini,Tetragona_ziegleri,Tetragona,Urochloa_comata,Poaceae,Urochloa,0.112887043,1,11,113,1129
BAU_0203,29/03/2023,PR33,Understory,1,9,Apidae_Meliponini,Trigona_ferricauda,Trigona,Urochloa_comata,Poaceae,Urochloa,0.12524979,1,13,125,1252
UD22_1553,4/11/2023,PA56,Understory,0,6,Apidae_Meliponini,Tetragona_ziegleri,Tetragona,Urochloa_ruziziensis,Poaceae,Urochloa,0.296367877,3,30,296,2964
UD22_1549,4/11/2023,PA56,Understory,0,6,Apidae_Meliponini,Trigona_ferricauda,Trigona,Urochloa_ruziziensis,Poaceae,Urochloa,0.130061084,1,13,130,1301
UD22_1558,4/11/2023,PA56,Understory,0,1,Apidae_Meliponini,Trigona_fuscipennis,Trigona,Urochloa_ruziziensis,Poaceae,Urochloa,0.220760234,2,22,221,2208
UD22_1568,4/11/2023,PA56,Understory,0,2,Apidae_Meliponini,Trigona_nigerrima,Trigona,Urochloa_ruziziensis,Poaceae,Urochloa,0.111328489,1,11,111,1113
BAU_0311,24/03/2023,PR19,Understory,5,9,Apidae_Meliponini,Trigona_ferricauda,Trigona,Urochloa_ruziziensis,Poaceae,Urochloa,0.179602692,2,18,180,1796
BAU_0202,29/03/2023,PR33,Understory,1,2,Apidae_Meliponini,Tetragona_ziegleri,Tetragona,Urochloa_ruziziensis,Poaceae,Urochloa,0.140047133,1,14,140,1400
BAU_0203,29/03/2023,PR33,Understory,1,9,Apidae_Meliponini,Trigona_ferricauda,Trigona,Urochloa_ruziziensis,Poaceae,Urochloa,0.160355831,2,16,160,1604
UD22_1616,6/11/2023,CA59,Understory,0,19,Apidae_Meliponini,Tetragona_perangulata,Tetragona,Vernonanthura_patens,Asteraceae,Vernonanthura,0.189290883,2,19,189,1893
UD22_1632,7/11/2023,CA61,Understory,0,1,Apidae_Meliponini,Partamona_aequatoriana,Partamona,Vernonanthura_patens,Asteraceae,Vernonanthura,0.539832095,5,54,540,5398
UD22_0726,14/11/2022,CA64,Understory,0,1,Apidae_Meliponini,Partamona_aequatoriana,Partamona,Vernonanthura_patens,Asteraceae,Vernonanthura,0.429240116,4,43,429,4292
UD22_1635,4/11/2023,CR03,Understory,4,1,Apidae_Meliponini,Partamona_nr_peckolti,Partamona,Vernonanthura_patens,Asteraceae,Vernonanthura,0.583926031,6,58,584,5839
UD22_1548,25/10/2023,PA58,Understory,0,1,Apidae_Meliponini,Scaptotrigona_luteipennis,Scaptotrigona,Vernonanthura_patens,Asteraceae,Vernonanthura,0.132477843,1,13,132,1325
UD22_0245,7/5/2022,OG43,Understory,NA,5,Apidae_Meliponini,Trigonisca_atomaria,Trigonisca,Vicia_sativa,Fabaceae,Vicia,0.115970061,1,12,116,1160
UD22_0238,7/5/2022,OG28,Understory,NA,4,Apidae_Meliponini,Trigonisca_atomaria,Trigonisca,Vicia_sativa,Fabaceae,Vicia,0.148058252,1,15,148,1481
UD22_0237,7/5/2022,OG28,Understory,NA,2,Apidae_Meliponini,Trigonisca_cf_buyssoni,Trigonisca,Vicia_sativa,Fabaceae,Vicia,0.114263199,1,11,114,1143
UD22_0240,7/5/2022,OG28,Understory,NA,1,Apidae_Meliponini,Trigonisca_cf_pediculana,Trigonisca,Vicia_sativa,Fabaceae,Vicia,0.314443913,3,31,314,3144
BAU_0281,3/6/2023,OG38,Understory,NA,2,Apidae_Meliponini,Partamona_aequatoriana,Partamona,Vismia_baccifera,Hypericaceae,Vismia,0.316444444,3,32,316,3164
BAU_0320,4/4/2023,CR05,Understory,11,14,Apidae_Meliponini,Trigona_silvestriana,Trigona,Vismia_cayennensis,Hypericaceae,Vismia,0.221952629,2,22,222,2220
BAU_0252,20/04/2023,CR09,Understory,5,4,Apidae_Meliponini,Trigona_silvestriana,Trigona,Vismia_cayennensis,Hypericaceae,Vismia,0.198771232,2,20,199,1988
UD22_1333,29/03/2023,CR13,Understory,1,4,Apidae_Meliponini,Trigona_silvestriana,Trigona,Vismia_cayennensis,Hypericaceae,Vismia,0.159892424,2,16,160,1599
BAU_0274,26/03/2023,PA54,Understory,0,6,Apidae_Meliponini,Trigona_silvestriana,Trigona,Vismia_cayennensis,Hypericaceae,Vismia,0.180525653,2,18,181,1805
UD22_1319,10/4/2023,PR23,Understory,1,3,Apidae_Meliponini,Trigona_silvestriana,Trigona,Vismia_cayennensis,Hypericaceae,Vismia,0.16073606,2,16,161,1607
UD22_1674,7/10/2023,PR24,Understory,20,1,Apidae_Meliponini,Trigona_silvestriana,Trigona,Vismia_cayennensis,Hypericaceae,Vismia,0.286705625,3,29,287,2867
BAU_0258,20/04/2023,CR09,Understory,5,1,Apidae_Meliponini,Scaptotrigona_postica_group_b,Scaptotrigona,Zanthoxylum_kellermanii,Rutaceae,Zanthoxylum,0.578812434,6,58,579,5788
BAU_0198,29/03/2023,PR33,Understory,1,11,Apidae_Meliponini,Nannotrigona_tristella,Nannotrigona,Aspidosperma_spruceanum,Apocynaceae,Aspidosperma,0.133935342,1,13,134,1339
BAU_0249,12/3/2023,PR26,Understory,27,2,Apidae_Meliponini,Nannotrigona_mellaria,Nannotrigona,Emilia_spc,Asteraceae,Emilia,0.184719864,2,18,185,1847
BAU_0249,12/3/2023,PR26,Understory,27,2,Apidae_Meliponini,Nannotrigona_mellaria,Nannotrigona,Euphorbia_hyssopifolia,Euphorbiaceae,Euphorbia,0.473174873,5,47,473,4732
BAU_0266,2/6/2023,CR04,Understory,20,1,Apidae_Meliponini,Nogueirapis_mirandula,Nogueirapis,Miconia_cooperi,Melastomataceae,Miconia,0.326657129,3,33,327,3267
BAU_0251,12/3/2023,PR26,Understory,27,1,Apidae_Meliponini,Nannotrigona_tristella,Nannotrigona,Mikania_micrantha,Asteraceae,Mikania,0.891814665,9,89,892,8918
BAU_0198,29/03/2023,PR33,Understory,1,11,Apidae_Meliponini,Nannotrigona_tristella,Nannotrigona,Moraceae_spc,Moraceae,Moraceae spc,0.140363273,1,14,140,1404
BAU_0266,2/6/2023,CR04,Understory,20,1,Apidae_Meliponini,Nogueirapis_mirandula,Nogueirapis,Palicourea_acanthacea,Rubiaceae,Palicourea,0.110824988,1,11,111,1108
BAU_0266,2/6/2023,CR04,Understory,20,1,Apidae_Meliponini,Nogueirapis_mirandula,Nogueirapis,Palicourea_timbiquensis,Rubiaceae,Palicourea,0.529804483,5,53,530,5298
BAU_0198,29/03/2023,PR33,Understory,1,11,Apidae_Meliponini,Nannotrigona_tristella,Nannotrigona,Passovia_pyrifolia,Loranthaceae,Passovia,0.134676363,1,13,135,1347
Bat_0466,17/05/2022,CA64,Understory,0,1,Apidae_Meliponini,Phyllostomus_discolor,Phyllostomus,Moringa_oleifera,Moringaceae,Moringa,0.17118019,2,17,171,1712
Bat_0466,17/05/2022,CA64,Understory,0,1,Apidae_Meliponini,Phyllostomus_discolor,Phyllostomus,Moringa_spc,Moringaceae,Moringa,0.183877766,2,18,184,1839
Bat_1912,16/05/2023,OG43,Understory,NA,1,Apidae_Meliponini,Phyllostomus_discolor,Phyllostomus,Ochroma_pyramidale,Malvaceae,Ochroma,0.838876184,8,84,839,8389
Bat_1912,16/05/2023,OG43,Understory,NA,1,Apidae_Meliponini,Phyllostomus_discolor,Phyllostomus,Piper_augustum,Piperaceae,Piper,0.12159425,1,12,122,1216
Bat_0466,17/05/2022,CA64,Understory,0,1,Apidae_Meliponini,Phyllostomus_discolor,Phyllostomus,Stellaria_media,Caryophyllaceae,Stellaria,0.483034773,5,48,483,4830
Bat_0282,19/04/2022,CA62,Understory,0,1,Apidae_Meliponini,Phyllostomus_elongatus,Phyllostomus,Ochroma_pyramidale,Malvaceae,Ochroma,0.49558535,5,50,496,4956
Bat_0282,19/04/2022,CA62,Understory,0,1,Apidae_Meliponini,Phyllostomus_elongatus,Phyllostomus,Stellaria_media,Caryophyllaceae,Stellaria,0.139143231,1,14,139,1391
Bat_0282,19/04/2022,CA62,Understory,0,1,Apidae_Meliponini,Phyllostomus_elongatus,Phyllostomus,Tournefortia_hirsutissima,Heliotropiaceae,Tournefortia,0.131294964,1,13,131,1313
UD22_0282,7/4/2022,OG41,Canopy,NA,2,Apidae_Meliponini,Plebeia_(Nanoplebeia)_cf_asthenes,Plebeia,Acalypha_diversifolia,Euphorbiaceae,Acalypha,0.370599956,4,37,371,3706
UD22_0282,7/4/2022,OG41,Canopy,NA,2,Apidae_Meliponini,Plebeia_(Nanoplebeia)_cf_asthenes,Plebeia,Magnoliopsida_spc,Magnoliopsida spc,Magnoliopsida spc,0.143125969,1,14,143,1431
UD22_0282,7/4/2022,OG41,Canopy,NA,2,Apidae_Meliponini,Plebeia_(Nanoplebeia)_cf_asthenes,Plebeia,Stellaria_media,Caryophyllaceae,Stellaria,0.121651539,1,12,122,1217
BAU_0254,20/04/2023,CR09,Understory,5,1,Apidae_Meliponini,Plebeia_(Nanoplebeia)_minima,Plebeia,Guarea_guentheri,Meliaceae,Guarea,0.268203328,3,27,268,2682
UD22_1582,20/04/2023,PR29,Understory,5,1,Apidae_Meliponini,Plebeia_(Nanoplebeia)_minima,Plebeia,Guarea_guentheri,Meliaceae,Guarea,0.174516971,2,17,175,1745
BAU_0254,20/04/2023,CR09,Understory,5,1,Apidae_Meliponini,Plebeia_(Nanoplebeia)_minima,Plebeia,Hieronyma_alchorneoides,Phyllanthaceae,Hieronyma,0.145397649,1,15,145,1454
UD22_1582,20/04/2023,PR29,Understory,5,1,Apidae_Meliponini,Plebeia_(Nanoplebeia)_minima,Plebeia,Norantea_guianensis,Marcgraviaceae,Norantea,0.170861619,2,17,171,1709
BAU_0254,20/04/2023,CR09,Understory,5,1,Apidae_Meliponini,Plebeia_(Nanoplebeia)_minima,Plebeia,Passovia_pyrifolia,Loranthaceae,Passovia,0.105174782,1,11,105,1052
BAU_0254,20/04/2023,CR09,Understory,5,1,Apidae_Meliponini,Plebeia_(Nanoplebeia)_minima,Plebeia,Piper_ottoniifolium,Piperaceae,Piper,0.250038162,3,25,250,2500
UD22_0280,7/4/2022,OG41,Canopy,NA,2,Apidae_Meliponini,Plebeia_(Nanoplebeia)_minima,Plebeia,Stellaria_media,Caryophyllaceae,Stellaria,0.290623767,3,29,291,2906
UD22_0079|LT500,4/4/2022,OG42,Understory,NA,1,Apidae_Meliponini,Plebeia_frontalis,Plebeia,Asteraceae_spc,Asteraceae,Asteraceae spc,0.13362069,1,13,134,1336
UD22_1276,13/04/2023,OG46,Understory,NA,6,Apidae_Meliponini,Plebeia_frontalis,Plebeia,Baccharis_sp._Pennington_1090,Asteraceae,Baccharis,0.14985015,1,15,150,1499
UD22_1557,4/11/2023,PA56,Understory,0,1,Apidae_Meliponini,Plebeia_frontalis,Plebeia,Begonia_fischeri,Begoniaceae,Begonia,0.442346276,4,44,442,4423
UD22_1726,14/10/2023,OG40,Canopy,NA,1,Apidae_Meliponini,Plebeia_frontalis,Plebeia,Bidens_pilosa,Asteraceae,Bidens,0.137106299,1,14,137,1371
UD22_1276,13/04/2023,OG46,Understory,NA,6,Apidae_Meliponini,Plebeia_frontalis,Plebeia,Bidens_pilosa,Asteraceae,Bidens,0.17032967,2,17,170,1703
UD22_1636,18/11/2023,OG37,Understory,NA,1,Apidae_Meliponini,Plebeia_frontalis,Plebeia,Cecropia_garciae,Urticaceae,Cecropia,0.169717338,2,17,170,1697
UD22_0204,5/4/2022,PR22,Understory,11,4,Apidae_Meliponini,Plebeia_frontalis,Plebeia,Cecropia_garciae,Urticaceae,Cecropia,0.298655257,3,30,299,2987
UD22_0193,30/04/2022,CR13,Understory,1,1,Apidae_Meliponini,Plebeia_frontalis,Plebeia,Cecropia_insignis,Urticaceae,Cecropia,0.304204231,3,30,304,3042
UD22_0041,5/4/2022,OG40,Understory,NA,2,Apidae_Meliponini,Plebeia_frontalis,Plebeia,Cecropia_insignis,Urticaceae,Cecropia,0.179951691,2,18,180,1800
UD22_0204,5/4/2022,PR22,Understory,11,4,Apidae_Meliponini,Plebeia_frontalis,Plebeia,Cecropia_insignis,Urticaceae,Cecropia,0.201426243,2,20,201,2014
UD22_0235,7/5/2022,OG28,Understory,NA,2,Apidae_Meliponini,Plebeia_frontalis,Plebeia,Cecropia_insignis,Urticaceae,Cecropia,0.739749966,7,74,740,7397
UD22_0727,31/10/2022,PR36,Understory,8,2,Apidae_Meliponini,Plebeia_frontalis,Plebeia,Cecropia_insignis,Urticaceae,Cecropia,0.954362486,10,95,954,9544
UD22_0193,30/04/2022,CR13,Understory,1,1,Apidae_Meliponini,Plebeia_frontalis,Plebeia,Cecropia_reticulata,Urticaceae,Cecropia,0.184236365,2,18,184,1842
UD22_1636,18/11/2023,OG37,Understory,NA,1,Apidae_Meliponini,Plebeia_frontalis,Plebeia,Cecropia_reticulata,Urticaceae,Cecropia,0.187061153,2,19,187,1871
UD22_0193,30/04/2022,CR13,Understory,1,1,Apidae_Meliponini,Plebeia_frontalis,Plebeia,Cecropia_spc,Urticaceae,Cecropia,0.422386861,4,42,422,4224
